City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,manutuke,0,NZ,1542006297,71,-38.68,177.91,58.42,11.32
383,sorong,32,ID,1542006297,100,-0.86,131.25,84.43,7.23
384,brewster,1,US,1542004500,100,41.76,-70.08,39.02,3.36
385,kedrovyy,0,RU,1542002400,70,56.17,91.82,-5.81,9.13
386,abonnema,20,NG,1542002400,100,4.71,6.79,73.4,2.75
387,pizarro,92,CO,1542006298,100,4.95,-77.37,77.82,4.61
388,faya,0,SA,1542002400,59,18.39,42.45,68.0,4.7
389,karwar,0,IN,1542006299,28,14.8,74.13,93.21,2.98
390,warmbad,40,DE,1542004200,100,50.67,13.08,48.2,3.36
391,pulandian,40,CN,1542004200,47,39.4,121.96,57.2,8.95
392,olga,1,US,1542002280,35,34.11,-118.17,66.92,2.71
393,takab,92,IR,1542006181,100,36.4,47.11,37.41,2.98
394,phalaborwa,0,ZA,1542006000,87,-23.95,31.14,68.0,8.05
395,muros,40,ES,1542004980,100,42.77,-9.06,41.0,2.24
396,lorengau,44,PG,1542006244,100,-2.02,147.27,83.22,1.97
397,byron bay,0,AU,1542004200,56,-28.65,153.62,73.4,19.46
398,tucurui,68,BR,1542006301,96,-3.77,-49.67,75.21,3.09
399,lekoni,80,GA,1542006301,99,-1.58,14.26,71.79,4.76
400,karratha,0,AU,1542006181,11,-20.74,116.85,101.08,2.98
401,willmar,90,US,1542004500,92,45.12,-95.04,19.4,8.05
402,bose,75,IT,1542003600,100,45.46,8.01,55.4,1.12
403,boda,0,BD,1542006303,56,26.2,88.56,83.67,4.5
404,miandrivazo,0,MG,1542006303,51,-19.53,45.46,83.22,3.98
405,tatarbunary,88,UA,1542006376,84,45.84,29.62,50.37,9.13
406,lima,64,PE,1542006113,77,-12.06,-77.04,55.81,2.48
407,shache,12,CN,1542006305,51,38.42,77.24,52.89,7.11
408,biak,20,ID,1542006300,64,-0.91,122.88,89.79,4.61
409,nanortalik,88,GL,1542006151,88,60.14,-45.24,36.1,36.98
410,padang,12,ID,1542006058,100,-0.92,100.36,83.22,5.21
411,ishigaki,75,JP,1542002400,78,24.34,124.16,78.8,8.05
412,pochutla,8,MX,1542006306,100,15.74,-96.47,81.1,9.31
413,dauriya,0,RU,1542006378,54,49.93,116.85,35.11,7.63
414,sidney,90,US,1542004500,76,47.72,-104.16,14.0,6.93
415,hirara,40,JP,1542002400,74,24.8,125.28,80.6,5.82
416,haradok,90,BY,1542002400,86,55.46,29.99,30.2,15.66
417,sungaipenuh,24,ID,1542006307,72,-2.08,101.38,78.58,1.19
418,brownsville,90,US,1542005760,100,25.91,-97.49,60.08,8.05
419,nara,90,JP,1542002400,59,34.68,135.8,64.4,5.82
420,ahipara,24,NZ,1542006308,78,-35.17,173.16,63.37,10.02
421,bat khela,92,PK,1542006309,100,34.62,71.97,48.07,2.48
422,stawell,88,AU,1542006143,62,-37.06,142.77,72.24,8.75
423,sinazongwe,0,ZM,1542006309,50,-17.26,27.46,78.22,9.08
424,sangar,80,RU,1542006226,75,63.92,127.47,19.77,9.42
425,tarancon,40,ES,1542002400,100,40.01,-3.01,50.0,5.82
426,tynda,56,RU,1542006310,87,55.15,124.74,20.94,2.53
427,antofagasta,20,CL,1542002400,87,-23.65,-70.4,59.0,8.05
428,moyale,8,ET,1542006311,100,3.52,39.05,69.09,4.27
429,egvekinot,8,RU,1542006311,75,66.32,-179.17,-11.92,2.19
430,poum,0,MK,1542006311,75,41.28,20.71,25.71,1.25
431,aloleng,0,PH,1542006312,89,16.13,119.78,84.57,6.78
432,enumclaw,1,US,1542005760,76,47.2,-121.99,42.98,9.17
433,agua branca,56,BR,1542006313,39,-5.89,-42.63,85.47,10.31
434,santa isabel do rio negro,12,BR,1542006313,90,-0.41,-65.02,79.21,0.58
435,north bend,1,US,1542002160,54,43.41,-124.22,51.08,4.7
436,shakawe,0,BW,1542006314,19,-18.36,21.84,76.92,9.35
437,huarmey,20,PE,1542006275,93,-10.07,-78.15,58.11,3.53
438,santiago del estero,92,AR,1542006259,100,-27.8,-64.26,71.92,8.52
439,llangefni,92,GB,1542001800,87,53.26,-4.31,51.8,23.04
440,dafeng,48,CN,1542006176,73,33.2,120.46,61.21,10.76
441,kalemie,8,CD,1542006314,100,-5.95,29.2,75.21,5.1
442,sencha,48,UA,1542006315,70,50.26,33.34,27.1,15.17
443,lanivtsi,92,UA,1542006315,96,49.87,26.08,42.27,11.25
444,gravelbourg,44,CA,1542006315,79,49.88,-106.56,9.55,5.88
445,mabaruma,0,GY,1542006315,99,8.2,-59.78,76.87,5.77
446,raymond terrace,20,AU,1542004200,64,-32.76,151.75,71.6,14.99
447,sovetskoye,80,UA,1542006316,94,45.57,34.49,43.84,12.44
448,severobaykalsk,68,RU,1542006316,78,55.65,109.32,11.76,3.6
449,baie-comeau,1,CA,1542002400,62,49.22,-68.15,24.8,9.17
450,richards bay,0,ZA,1542006000,77,-28.77,32.06,62.6,3.36
451,kirkland lake,90,CA,1542005940,92,48.15,-80.03,14.0,4.7
452,kobelyaky,56,UA,1542006317,64,49.15,34.2,28.18,15.12
453,alta gracia,75,AR,1542002400,100,-31.66,-64.43,68.0,6.93
454,jiazi,40,CN,1542002400,62,19.61,110.49,86.0,13.42
455,kahului,20,US,1542002160,68,20.89,-156.47,75.92,10.29
456,awbari,0,LY,1542006319,77,26.59,12.77,41.59,3.6
457,hami,0,CN,1542006214,67,42.84,93.51,49.42,4.54
458,igbo ora,0,NG,1542006320,95,7.43,3.28,74.04,3.09
459,pokhara,20,NP,1542006392,71,28.21,83.99,61.84,2.48
460,souillac,90,FR,1542004200,93,45.6,-0.6,53.6,6.93
461,ostrovnoy,48,RU,1542006212,93,68.05,39.51,31.24,20.38
462,tolbazy,0,RU,1542002400,85,54.01,55.89,14.0,4.47
463,boueni,0,YT,1542004200,58,-12.9,45.08,84.2,13.87
464,arlit,0,NE,1542006323,42,18.74,7.39,53.74,3.2
465,bereda,0,ES,1542004200,93,43.27,-7.54,46.4,6.93
466,namtsy,80,RU,1542006323,89,62.72,129.66,16.03,5.21
467,carmo do rio claro,64,BR,1542006323,100,-20.97,-46.12,64.0,4.09
468,bethlehem,1,US,1542005460,84,40.62,-75.38,33.08,2.3
469,agadez,0,NE,1542002400,29,16.97,7.99,66.2,9.17
470,osakarovka,8,KZ,1542006325,83,50.56,72.58,7.17,9.42
471,alekseyevka,0,RU,1542002400,85,53.25,50.49,12.2,4.47
472,lashio,0,MM,1542006398,64,22.93,97.75,76.87,1.81
473,voyinka,80,UA,1542006327,94,45.87,33.99,43.84,12.44
474,deputatskiy,32,RU,1542006328,60,69.3,139.9,-3.19,6.73
475,salisbury,20,GB,1542003600,93,51.07,-1.8,50.0,6.93
476,contamana,68,PE,1542006328,94,-7.35,-75.01,76.56,2.26
477,abu zabad,0,SD,1542006401,31,12.35,29.25,69.13,12.03
478,mulege,0,MX,1542006329,100,26.88,-111.98,54.91,3.38
479,roald,75,NO,1542003600,93,62.58,6.12,48.2,5.82
480,kurya,36,RU,1542006330,88,51.6,82.29,-0.49,6.55
481,chulumani,88,BO,1542002400,80,-16.41,-67.53,41.0,2.24
482,russell,90,AR,1542002400,72,-33.01,-68.8,60.8,6.93
483,springdale,90,US,1542002280,52,36.19,-94.13,46.04,6.93
484,sao joao do paraiso,92,BR,1542006332,99,-15.31,-42.01,64.36,3.31
485,lakes entrance,76,AU,1542006333,62,-37.88,147.99,73.45,6.78
486,ponta do sol,92,BR,1542006198,99,-20.63,-46.0,63.82,4.54
487,weiden,90,DE,1542004860,93,49.81,7.3,55.4,3.36
488,ibra,0,OM,1542006334,65,22.69,58.55,80.52,3.38
489,broken hill,88,AU,1542006334,24,-31.97,141.45,88.84,9.53
490,nuevo laredo,90,US,1542005760,96,27.49,-99.5,55.22,4.21
491,calbuco,0,CL,1542002400,100,-41.77,-73.13,46.4,3.31
492,navrongo,8,GH,1542006335,56,10.89,-1.09,68.37,2.59
493,warud,0,IN,1542006282,36,21.47,78.27,84.25,5.77
494,saint-augustin,90,FR,1542004200,93,44.83,-0.61,51.8,4.7
495,boca do acre,12,BR,1542006335,97,-8.76,-67.39,74.71,1.19
496,vung tau,40,VN,1542004200,83,10.35,107.08,82.4,12.75
497,abdulino,0,RU,1542006336,78,53.68,53.66,9.55,3.09
498,neuquen,0,AR,1542002400,76,-38.95,-68.06,55.4,2.24
499,yurginskoye,0,RU,1542006336,73,56.82,67.39,17.97,9.35
500,oudtshoorn,90,ZA,1542004740,100,-33.59,22.2,60.8,5.82
501,tandil,92,AR,1542006337,99,-37.33,-59.14,64.72,9.42
502,pacific grove,1,US,1542004500,33,36.62,-121.92,48.02,6.06
503,baruun-urt,0,MN,1542006337,56,46.68,113.28,39.61,7.9
504,veraval,92,FR,1542004200,100,49.65,0.71,51.8,8.05
505,belaya gora,0,RU,1542006338,42,68.54,146.19,-26.59,2.53
506,zhangye,0,CN,1542006339,79,38.94,100.46,43.89,4.5
507,uvinza,56,TZ,1542006339,84,-5.1,30.39,69.54,2.98
508,axim,0,GH,1542006339,100,4.87,-2.24,81.24,6.55
509,camacha,40,PT,1542004200,63,33.08,-16.33,62.6,14.99
510,mangan,0,IN,1542006340,63,27.5,88.54,39.07,1.52
511,hvizd,90,UA,1542002400,100,48.68,24.55,39.2,4.47
512,pec,90,DE,1542003060,100,49.4,12.83,41.0,1.12
513,pimentel,36,BR,1542006341,89,-3.7,-45.5,76.33,4.99
514,yamada,75,JP,1542002400,77,36.58,137.08,62.6,6.93
515,isla vista,1,US,1542004500,60,34.41,-119.86,64.94,6.73
516,belyy yar,0,RU,1542002400,60,53.6,91.39,6.8,8.95
517,la brea,20,TT,1542002400,94,10.24,-61.62,77.0,10.87
518,luena,20,AO,1542006209,66,-11.78,19.91,66.88,6.73
519,punta cardon,8,VE,1542006343,90,11.61,-70.22,78.99,11.03
520,nicoya,75,CR,1542002400,74,10.15,-85.45,78.8,12.75
521,grindavik,90,IS,1542004200,100,63.84,-22.43,39.2,8.05
522,sao raimundo das mangabeiras,32,BR,1542006344,91,-7.02,-45.48,72.19,3.87
523,araouane,32,ML,1542006309,25,18.9,-3.53,60.99,3.98
524,port hedland,0,AU,1542004200,36,-20.31,118.58,91.4,18.34
525,durban,0,FR,1542004200,87,43.54,0.58,60.8,6.93
526,ziro,20,IN,1542002400,54,27.54,93.82,82.4,4.7
527,jauharabad,20,PK,1542006345,61,32.29,72.28,69.72,5.32
528,zhanaozen,92,KZ,1542006346,76,43.35,52.85,33.67,22.88
529,okha,92,RU,1542006346,100,53.59,142.95,35.56,19.71
530,hofn,92,IS,1542006205,100,64.25,-15.21,42.49,8.9
531,kapchorwa,0,UG,1542006346,93,1.4,34.45,69.49,1.59
532,damghan,68,IR,1542006346,83,36.17,54.34,48.43,2.53
533,malpe,20,IN,1542004200,52,13.35,74.72,89.6,3.36
534,constitucion,44,MX,1542006106,76,23.99,-104.67,51.09,5.61
535,adrar,0,DZ,1542002400,37,27.87,-0.29,55.4,10.29
536,rawson,92,AR,1542006347,89,-43.3,-65.11,52.71,8.3
537,sioux lookout,90,CA,1542003300,85,50.1,-91.92,17.6,8.05
538,wasilla,90,US,1542003720,100,61.58,-149.44,35.96,5.82
539,san andres,76,PH,1542006349,100,13.32,122.68,81.96,17.18
540,banjar,68,ID,1542006349,77,-7.37,108.54,82.72,3.76
541,iqaluit,5,CA,1542002400,70,63.75,-68.52,1.4,14.99
542,qaqortoq,92,GL,1542001800,35,60.72,-46.03,42.8,19.46
543,soroti,12,UG,1542006148,93,1.71,33.61,72.55,4.32
544,atikokan,32,CA,1542006268,97,48.76,-91.62,16.93,7.11
545,dingle,36,PH,1542006351,68,11.0,122.67,86.19,13.11
546,kawalu,68,ID,1542006351,100,-7.38,108.21,73.27,1.86
